bank,bank_level,bank_code,detail,type,type_id,atm,branch,office,address,dia_chi_cu_the,ward_id,outlet,ward,ward_pop,district,district_id,ward_level,district_level,formatted_address,latitude,longitude,cluster_name,cluster_id,cluster_desc
TPBank,Medium,37,ATM My Dinh,ATM,atm,1,0,0,"ATM TPBank-ATM My Dinh, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tầng 1, tòa nhà MDComplex, KĐT Mỹ Đình 1, Nguyễn Cơ Thạch, quận Nam Từ Liêm, Hà Nội",625,1,Phuong My Dinh,27147,Quan Nam Tu Liem,19,Phuong,Quan ,"tầng 1 tòa nhà MHDI, 68 Phố Nguyễn Cơ Thạch, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0340211,105.7654697,Group 3,3,"Densely populated area, high ratio of population in labor age"
TPBank,Medium,37,ATM The Manor,ATM,atm,1,0,0,"ATM TPBank-ATM The Manor, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam","Lô TH1 The Manor, Mễ Trì, Từ Liêm, Hà Nội",625,1,Phuong My Dinh,27147,Quan Nam Tu Liem,19,Phuong,Quan ,"TOA NHA CT1 SUDICO CT1 SUDICO, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.015085,105.775422,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,ATM VPBank Le Duc Tho ATM,ATM,atm,1,0,0,"ATM VPBank-ATM VPBank Le Duc Tho ATM, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam","Số 20 Lô A1 Lê Đức Thọ, Từ Liêm, HN",625,1,Phuong My Dinh,27147,Quan Nam Tu Liem,19,Phuong,Quan ,"Tầng 1 tầng 2 nhà số 20 Lô A1 Đường Lê Đức Thọ Phường Mỹ Đình 2, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.032084,105.769608,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,Cong an quan Nam Tu Liem ATM,ATM,atm,1,0,0,"ATM VPBank-Cong an quan Nam Tu Liem ATM, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam","Phường Mỹ Đình II, quận Nam Từ Liêm, HN",626,1,Phuong My Dinh,32207,Quan Nam Tu Liem,19,Phuong,Quan ,"Tầng 1 tháp 1 tòa nhà Dolphin Plaza số 28 Đường Trần Bình, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.030565,105.776459,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,VPBank Nam Tu Liem ATM,ATM,atm,1,0,0,"ATM VPBank-VPBank Nam Tu Liem ATM, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam","Tòa nhà DOLPHIN PLAZA, 28 Trần Bình, phường Mỹ Đình II, quận Nam Từ Liêm, HN",626,1,Phuong My Dinh,32207,Quan Nam Tu Liem,19,Phuong,Quan ,"CONG AN QUAN, PHUONG, Mỹ Đình, Nam Từ Liêm, Hà Nội, Vietnam",21.0365695,105.76849,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990130 - ATM 36 Le Duc Tho,ATM,atm,1,0,0,"ATM BIDV-990130 - ATM 36 Le Duc Tho, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam",36 Lê Đức Thọ,626,1,Phuong My Dinh,32207,Quan Nam Tu Liem,19,Phuong,Quan ,"Tòa nhà Cland Tower 81 Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Mỹ Đình, Hà Nội, 100000, Vietnam",21.03015,105.7693,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990070 - ATM Toa Nha FLC Landmark,ATM,atm,1,0,0,"ATM BIDV-990070 - ATM Toa Nha FLC Landmark, Phuong My Dinh, Quan Nam Tu Liem, Ha Noi, Viet Nam",FLC Landmark - Lê Đức Thọ,626,1,Phuong My Dinh,32207,Quan Nam Tu Liem,19,Phuong,Quan ,"Tòa nhà Cland Tower 81 Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Mỹ Đình, Hà Nội, 100000, Vietnam",21.03015,105.7693,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,Xa La,Chi nhanh,branch,0,1,0,"Chi nhanh VIETIN Bank-Xa La, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Số 104 Trần Phú, phường Mộ Lao, quận Hà Đông, TP. Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"Thiết Kế Nội Thất FHome, 104 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội 10000, Vietnam",20.9787328,105.7852504,Group 3,3,"Densely populated area, high ratio of population in labor age"
Pgbank,Small,26,Van Quan ,Chi nhanh,branch,0,1,0,"Chi nhanh PG Bank-Van Quan , Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Số 22 LK 3B, Phố Nguyễn Văn Lộc, P.Mỗ Lao, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9821984,105.7894892,Group 3,3,"Densely populated area, high ratio of population in labor age"
LienVietPostBank,Small,19,Xuan Dieu,Chi nhanh,branch,0,1,0,"Chi nhanh Lien Viet Post Bank-Xuan Dieu, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Số 10 Trần Phú, phường Mộ Lao, quận Hà Đông, TP. Hà Nội.",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9830458,105.7911163,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Kim Ma,Chi nhanh,branch,0,1,0,"Chi nhanh Agribank-Kim Ma, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Lô CC-02, khu đô thị Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"51 Kim Mã, Ba Đình, Hà Nội, Vietnam",21.0321383,105.8278165,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Ly Thuong Kiet,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Ly Thuong Kiet, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Số nhà 64, đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"79 Đường Lê Duẩn, Trung Phụng, Hoàn Kiếm, Hà Nội, Vietnam",21.016348,105.840116,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,PGD Ha Dong PGD,Phong giao dich,office,0,0,1,"Phong giao dich VP Bank-PGD Ha Dong PGD, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tầng 1, Tòa nhà chung cư CT01 – Làng Việt Kiều Châu Âu, Khu đô thị Mỗ Lao, Mộ Lao, Hà Đông, HN",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"Tầng 1 Tòa nhà chung cư CT01 - Làng Việt Kiều Châu Âu, Khu đô thị Mỗ Lao, Hà Đông, Hà Nội, Vietnam",20.9861912,105.7825668,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,PGD Nguyen Van Loc. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Nguyen Van Loc. , Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","LK6-D2,D4 dự án C17 Làng Việt Kiều Châu Âu, phường Mỗ Lao, quận Hà Đông, TP. Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"31 Trần Phú, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9846108,105.7938243,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,PGD Tran Phu,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Tran Phu, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Liền kề 8A, khu nhà ở Bắc Hà,Phường Mộ Lao,Quận Hà Đông, Thành phố Hà Nội,Thành phố Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"Liền kề 8A, khu nhà ở Bắc Hà, Mộ Lao, Hà Đông, Khu đô thị Bắc Hà, Hà Nội, 100000, Vietnam",20.9828,105.7892,Group 3,3,"Densely populated area, high ratio of population in labor age"
SH Bank,Big,33,Phong GD Mo Lao,Phong giao dich,office,0,0,1,"Phong giao dich SHB-Phong GD Mo Lao, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tầng 1, lô CT01, tòa nhà TSQ, Khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, TP.Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"31 Trần Phú, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9846108,105.7938243,Group 3,3,"Densely populated area, high ratio of population in labor age"
Shinhan Bank,Small,34,PHONG GIAO DICH HA DONG,Chi nhanh,branch,0,1,0,"Chi nhanh Shinhan Bank Vietnam-PHONG GIAO DICH HA DONG, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tầng B1, Hồ Gươm Plaza, 102 Trần Phú, Phường Mộ Lao, Q. Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"104 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội 10000, Vietnam",20.9791484,105.7857505,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sea Bank,Medium,32,SeABank Ha Dong,Chi nhanh,branch,0,1,0,"Chi nhanh SeABank (Đông Nam Á)-SeABank Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","150 Trần Phú, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"150 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9751056,105.7807898,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,Techcombank Ha Dong,Chi nhanh,branch,0,1,0,"Chi nhanh Techcombank-Techcombank Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Một phần diện tích tầng 1 tòa nhà chung cư CT1, Làng Việt Kiều Châu Âu Euro land, khu đô thị Mỗ Lao,Phường Mộ Lao, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan,"Tầng 1 Tòa nhà TSQ, Làng Việt kiều Châu Âu, Hà Đông, Hà Nội, Vietnam",20.9860648,105.7825091,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, Lo CC 02, Khu DT Mo Lao, P Mo Lao, Ha Noi, Viet Nam","Lo CC 02, Khu DT Mo Lao, P Mo Lao, Ha Noi",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.980291,105.7856352,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietcombank,Big,44,VCBC - CT1 KDT Mo Lao Ha Dong,ATM,atm,1,0,0,"ATM Vietcombank-VCBC - CT1 KDT Mo Lao Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam",CT1 KĐT Mỗ Lao Hà Đông,9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9865273,105.7830784,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietcombank,Big,44,"VCBC KM10, duong Nguyen Trai",ATM,atm,1,0,0,"ATM Vietcombank-VCBC KM10, duong Nguyen Trai, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","KM10, đường Nguyễn Trãi, Phường Mỗ Lao, Hà Đông",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9865273,105.7830784,Group 3,3,"Densely populated area, high ratio of population in labor age"
LienVietPostBank,Small,19,PGD Ha Dong ,ATM,atm,1,0,0,"ATM LienVietPostBank-PGD Ha Dong , Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","10, Trần Phú, Mộ Lao, Hà Đông ",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9830458,105.7911163,Group 3,3,"Densely populated area, high ratio of population in labor age"
Pgbank,Small,26,ATM CTXD Ha Son Binh,ATM,atm,1,0,0,"ATM Pgbank-ATM CTXD Ha Son Binh, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","151 Trần Phú, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"12, Đường Trần Phú, Quận Hà Đông, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9816835,105.7892282,Group 3,3,"Densely populated area, high ratio of population in labor age"
VIB,Medium,41,ATM306,ATM,atm,1,0,0,"ATM VIB-ATM306, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Km 10, đường Nguyễn Trãi, Quận Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9772197,105.7836677,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,ATM Big C Ho Guom Plaza-Ha Dong,ATM,atm,1,0,0,"ATM Techcombank-ATM Big C Ho Guom Plaza-Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Siêu thị Big C Hồ Gươm-Tòa nhà Hồ Gươm Plaza, P.Trần Phú, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"P. Mộ Lao, Hà Đông, Hanoi, Vietnam",20.979628,105.786948,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,ATM Tran Phu 2,ATM,atm,1,0,0,"ATM Techcombank-ATM Tran Phu 2, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","16 Trần Phú, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"16 Trần Phú, P. Văn Quán, Hà Đông, Hà Nội, Vietnam",20.9840955,105.7932061,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,Techcombank Ha Dong,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Một phần diện tích tầng 1 tòa nhà chung cư CT1, Làng Việt Kiều Châu Âu Euro land, khu đô thị Mỗ Lao, phường Mộ Lao, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Tầng 1 Tòa nhà TSQ, Làng Việt kiều Châu Âu, Hà Đông, Hà Nội, Vietnam",20.9860648,105.7825091,Group 3,3,"Densely populated area, high ratio of population in labor age"
Techcombank,Big,36,Hoc Vien Cong nghe Buu chinh Vien thong,ATM,atm,1,0,0,"ATM Techcombank-Hoc Vien Cong nghe Buu chinh Vien thong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Nguyễn Trãi, Thanh Xuân, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.998904,105.813859,Group 3,3,"Densely populated area, high ratio of population in labor age"
SH Bank,Big,33,ATM 11200002,ATM,atm,1,0,0,"ATM SH Bank, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tầng 1, lô CT01, tòa nhà TSQ, Khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, TP.Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Vũ Trọng Khánh, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9803931,105.7852635,Group 3,3,"Densely populated area, high ratio of population in labor age"
SH Bank,Big,33,ATM 11200002,ATM,atm,1,0,0,"ATM SH Bank, toa nha TSQ, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tầng 1, lô CT01, tòa nhà TSQ, Khu đô thị Mỗ Lao, phường Mộ Lao, quận Hà Đông, TP.Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"LK6D, Khu đô thị Mỗ Lao, Hà Đông, Hà Nội, Vietnam",20.9860086,105.7811939,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,CN Quang Trung,ATM,atm,1,0,0,"ATM Vietinbank-CN Quang Trung, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam",104 Trần Phú,9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"269 Đường Quang Trung, P. Quang Trung, Hà Đông, Hà Nội, Vietnam",20.9665416,105.7708126,Group 3,3,"Densely populated area, high ratio of population in labor age"
Ocean Bank,Small,25,ATM PGD Nguyen Van Loc,ATM,atm,1,0,0,"ATM Ocean Bank-ATM PGD Nguyen Van Loc, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Số 11 Nguyễn Văn Lộc, tổ dân phố 3, phường Mộ Lao, quận Hà Đông, thành phố Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"148 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.999192,105.813949,Group 3,3,"Densely populated area, high ratio of population in labor age"
Shinhan Bank,Small,34,PGD HA DONG,ATM,atm,1,0,0,"ATM Shinhan Bank-PGD HA DONG, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","102, Trần Phú, P. Mộ Lao, Q. Hà Đông, Tp. Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"104 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội 10000, Vietnam",20.9791484,105.7857505,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,ATM Hoc vien Cong nghe Buu chinh ATM,ATM,atm,1,0,0,"ATM VPBank-ATM Hoc vien Cong nghe Buu chinh ATM, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","142 Trần Phú, Mộ Lao, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"HOC VIEN BCVT, 142 Trần Phú, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9802685,105.7874642,Group 3,3,"Densely populated area, high ratio of population in labor age"
VPBank,Big,46,VPBank Ha Dong ATM,ATM,atm,1,0,0,"ATM VPBank-VPBank Ha Dong ATM, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Tòa nhà chung cư CT01, Làng Việt Kiều Châu Âu, khu đô thị Mỗ Lao, Mộ Lao, Hà Đông, Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Tầng 1 Tòa nhà chung cư CT01 - Làng Việt Kiều Châu Âu, Khu đô thị Mỗ Lao, Hà Đông, Hà Nội, Vietnam",20.9861912,105.7825668,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990156 - ATM Cong ty May Viet Pacific,ATM,atm,1,0,0,"ATM BIDV-990156 - ATM Cong ty May Viet Pacific, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam",Số 10 đường Thanh Bình,9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"116 Đ. Thanh Bình, P. Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9812856,105.7785451,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990158 - ATM Truong DH Kien truc HN,ATM,atm,1,0,0,"ATM BIDV-990158 - ATM Truong DH Kien truc HN, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam",Km số 10 đường Nguyễn Trãi,9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Trường Đại học Kiến trúc Hà Nội, Km 10 đường Nguyễn Trãi, Văn Quán, Hà Đông, P. Văn Quán, Hà Nội, 100000, Vietnam",20.9813732,105.7896164,Group 3,3,"Densely populated area, high ratio of population in labor age"
BIDV,Big,8,990159 - ATM Sieu thi Coopmart Ha Dong,ATM,atm,1,0,0,"ATM BIDV-990159 - ATM Sieu thi Coopmart Ha Dong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Km 10 Nguyễn Trãi,Phường Mộ Lao,Quận Hà Đông, Thành phố Hà Nội",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Liền kề 8A, khu nhà ở Bắc Hà, Mộ Lao, Hà Đông, Khu đô thị Bắc Hà, Hà Nội, 100000, Vietnam",20.9828,105.7892,Group 3,3,"Densely populated area, high ratio of population in labor age"
DongA Bank,Small,12,Hoc vien Buu Chinh Vien Thong,ATM,atm,1,0,0,"ATM DongA Bank-Hoc vien Buu Chinh Vien Thong, Phuong Mo Lao, Quan Ha Dong, Ha Noi, Viet Nam","Trần Phú, Phường Mộ Lao, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",9541,1,Phuong Mo Lao,34072,Quan Ha Dong,268,Phuong,Quan ,"Mộ Lao, Hà Đông, Hà Nội, Vietnam",20.9833749,105.7835348,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietcombank,Big,44,Hoang Mai,Phong giao dich,office,0,0,1,"Phong giao dich Vietcombank-Hoang Mai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Ô số 3+4, Tầng 1, Tòa nhà Hàn Việt, số 203 Minh Khai, quận Hai Bà Trưng, thành phố Hà Nội.",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"18 Đường Tam Trinh, Mai Động, Hai Bà Trưng, Hà Nội 90000, Vietnam",20.9947345,105.8619651,Group 3,3,"Densely populated area, high ratio of population in labor age"
Maritime Bank,Big,20,Hoi So ATM,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-Hoi So ATM, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 244 Minh Khai, Quận Hai Bà Trưng, Hà Nội.",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"Tòa Nhà Văn Phòng TM VTC Online, 18, Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Mai Động, Hoàng Mai, Hà Nội, Vietnam",20.9950241,105.86188,Group 3,3,"Densely populated area, high ratio of population in labor age"
Pgbank,Small,26, PGD Bach Mai,Chi nhanh,branch,0,1,0,"Chi nhanh PG Bank- PGD Bach Mai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 122 Minh Khai, quận Hai Bà Trưng, TP Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"353 Bạch Mai, Hai Bà Trưng, Hà Nội, Vietnam",20.9998446,105.8503945,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Ha Thanh,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Ha Thanh, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Số 78 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"77 Lạc Trung, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",21.0029028,105.8690993,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Tu Liem - Phong giao dich Nhon,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Tu Liem - Phong giao dich Nhon, Phuong Minh Khai, Quan Bac Tu Liem, Ha Noi, Viet Nam","Tổ dân phố Nguyên Xá, Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội",613,1,Phuong Minh Khai,29760,Quan Bac Tu Liem,21,Phuong,Quan,"141 Đ. Đông Ngạc, Thuỵ Phương, Từ Liêm, Hà Nội, Vietnam",21.0928887,105.7803368,Group 3,3,"Densely populated area, high ratio of population in labor age"
DongA Bank,Small,12,Ngan hang TMCP Dong A - PGD Minh Khai,Phong giao dich,office,0,0,1,"Phong giao dich DongA Bank-Ngan hang TMCP Dong A - PGD Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","199 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"199 Minh Khai, Hai Bà Trưng, Hà Nội, Vietnam",20.9956866,105.8602633,Group 3,3,"Densely populated area, high ratio of population in labor age"
Ocean Bank,Small,25,OCEANBANK Minh Khai,Chi nhanh,branch,0,1,0,"Chi nhanh OCEAN Bank-OCEANBANK Minh Khai, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","308D, Minh Khai, Hai Bà Trưng, Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"308D, Minh Khai, Quận Hai Bà Trưng, Thành Phố Hà Nội, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",20.9957727,105.8609932,Group 3,3,"Densely populated area, high ratio of population in labor age"
Vietinbank,Big,45,PGD Kim Nguu. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD Kim Nguu. , Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","Tầng 1 Tòa nhà 15T1 thuộc dự án 310 Minh khai, Quận Hai Bà Trưng, TP. Hà Nội",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"465 Kim Ngưu, Vĩnh Tuy, Hoàn Kiếm, Hà Nội, Vietnam",21.0006757,105.8620695,Group 3,3,"Densely populated area, high ratio of population in labor age"
Sacombank,Big,29,PGD Mai Dong,Phong giao dich,office,0,0,1,"Phong giao dich Sacombank-PGD Mai Dong, Phuong Minh Khai, Quan Hai Ba Trung, Ha Noi, Viet Nam","452 -454 Phố Minh Khai, Phường Minh Khai, quận Hai Bà Trưng, Hà Nội, Việt Nam",295,1,Phuong Minh Khai,19822,Quan Hai Ba Trung,7,Phuong,Quan,"452+454 Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",20.9970746,105.8650507,Group 3,3,"Densely populated area, high ratio of population in labor age"
